RUC;RAZON SOCIAL;NAME_SOUND;sadsad
9639180;SERVICIOS MULTIPLES GALVEZ;SERVICIOS_MULTIPLES_GALVEZ_TIRADO;26
7795402;SGE SERVICIOS GEOMEMBRANAS;ESE_GE_E_SERVICIOS_GEOMEMBRANAS;26
4250575;SOCIEDAD MINERA EL TRIUNFO;SOSIADAD_MINERA_EL_TRIUNFO;26
7969540;SOLUCIONES DIGITALES GROUP;SOLUCIONES_DIGITALES_GRUP;26
2170222;SOLUCIONES INDUSTRIALES KC;SOLUCIONES_INDUSTRIALES_KA_CE;26
5845175;SOTEIH SERVICIOS GENERALES;SOTEIH_SERVICIOS_GENERALES;26
9496852;TORRES MONTOYA JULIO CESAR;TORRES_MONTOYA_JULIO_CESAR;26
1719017;TRANSPORTES REFRIGERADOS M;TRANSPORTES_REFRIGERADOS_EME;26
8256598;UGARTE LLAMOCCA ROSA MARIA;UGARTE_LLAMOCCA_ROSA_MARIA;26
5630333;VRD MINERIA Y CONSTRUCCION;UVE_ERE_DE_MINERIA_Y_CONSTRUCCION;26
1492022;XEMA INVERSIONES GENERALES;XEMA_INVERSIONES;26
1902097; H Y C ABOGADOS ASOCIADOS;ACHE_Y_CE_ABOGADOS_ASOCIADOS;25
3179946;ABC CONSULTORES ASOCIADOS;ABC_KONSULTORES_ASOSIADOS;25
3484155;ABREGU VILCHEZ ANGEL RAUL;ANGEL_ABREGU;25
9837849;AD HH SERVICIOS GENERALES;AD_ACHE_ACHE_SERVISIOS_JENERALES;25
9167321;AISLASISTEMAS Y SERVICIOS;AISLASISTEMAS_Y_SERVICIOS;25
4954047;AK ASESORES Y CONSULTORES;A_KA_ASESORES_Y_CONSULTORES;25
5536781;ALIMENTOS COMPLEMENTARIOS;ALIMENTOS_COMPLEMENTARIOS;25
6572952;ASSIS SERVICIOS GENERALES;ASIS_SERVISIOS_JENERALES;25
1711035;ASW ESTRUCTURAS METALICAS;A_ESE_W_ESTRUCTURAS_METALICAS;25
6629733;C R L SERVICIOS GENERALES;CE_ERE_ELE_SERVICIOS_GENERALES;25
9025227;C.E PARTICULAR LUZ ANDINA;PARTICULAR_LUZ_ANDINA;25
4300404;CADENA RADIAL SUR PERUANA;CADENA_RADIAL_SUR_PERUANA;25
4042439;CARRASCO ESPINAL CEFERINO;KARRASKO_ESPINAL_SEFERINO_SALBADOR;25
2058183;CENTRO VETERINARIO OASIS ;CENTRO_VETERINARIO_OASIS;25
2193083;CEP MARIA DE LAS MERCEDES;SEP_MARIA_DE_LAS_MERSEDES;25
9581960;CHICHARRONERÍA LA CARRETA;CHICHARRONERIA_LA_CARRETA;25
5898949;CIMAD INTERNATIONAL GROUP;SAIMAD_INTERNACHIONAL_GRUP;25
7896635;COBRANZAS Y RECUPEROS SRL;COBRANZAS_Y_RECUPEROS_ESE_ERRE_ELE;25
9789786;COMPAÑIA CONSTRUCTORA J L;COMPAÑIA_CONSTRUCTORA_JOTA_Y_ELE_SOCIEDAD_ANONIMA_CERRADA;25
2258043;CONFIANZA Y VIDA ASESORES;KONFIANZA_I_BIDA_ASESORES_I_KORREDORES_DE_SEGUROS;25
3997093;CONSORCIO VIAL PACHACUTEC;CONSORCIO_VIAL_PACHACUTEC;25
8153617;CONSTRUCTORA LOS CASTAÑOS;CONSTRUCTORA_LOS_CASTAÑOS_DE_FERRE_AFE;25
1135251;CORPORACIÓN BRASERITO LMC;CORPORACION_BRASERITO_LMC;25
6248622;CORPORACION POLY NEGOCIOS;CORPORACION_POLY_NEGOCIOS;25
4918001;CORPORATION FIRE MINING Z;CORPORATION_FIRE_MINING_Z;25
7197844;CORPORATION SPIRIT CASTLE;CORPORATION_SPIRIT_CASTLE_SOCIEDAD_ANONIMA_CERRADA;25
7751066;CORPORATION SPIRIT CASTLE;CORPORATION_SPIRIT_CASTLE;25
5933685;CRÉDITOS GRUPO TAMOSHI NM;CREDITOS_GRUPO_TAMOSHI_NM;25
2848847;D Y W SERVICIOS GENERALES;DE_Y_DOBLE_U_SERVICIOS_GENERALES;25
6335765;DISTRIBUCION SANTA ISABEL;DISTRIBUCION_SANTA_ISABEL;25
9292667;EDICIONES EDUCATIVAS PERU;EDICIONES_EDUCATIVAS_PERU;25
7433724;EDUCATIVA GRUPO GARCILASO;EDUCATIVA_GRUPO_GARCILASO;25
7000247;FABRICACIONES PADILLA ISA;FABRICACIONES_PADILLA_ISA;25
6646101;FACTORIA HERMANOS CUSQUEO;FACTORIA_HERMANOS_CUSQUEO;25
7641155;GARCIA GARCIA JAMES LUCKY;GARSIA_GARSIA_YEIMS_LUKI;25
6097461;GAS RISK CONTROL SERVICES;OIL_Y_GAS_RISK_CONTROL_SERVICES;25
9700294;GRUPO CONSTRUCTOR MICAELA;GRUPO_CONSTRUCTOR_MICAELA;25
2532108;GRUPO INTEROCEANICA H & L;GRUPO_INTEROCEANICA_ACHE_Y_ELE;25
2372683;GRUPO LOGISTICA INTEGRAL ;GRUPO_LOGISTICA_INTEGRAL;25
4893616;GUITARRAS PERUANAS FALCON;GUITARRAS_PERUANAS_FALCON;25
5196165;INGENIERIA DE PRECISION 3;INGENIERIA_DE_PRECISION_TRES;25
6066987;INVERSIONES ARONES ALEJOS;INVERSIONES_ARONES_ALEJOS;25
9082040;INVERSIONES BLAISE PASCAL;INVERSIONES_BLAISE_PASCAL;25
4867943;INVERSIONES SANTO DOMINGO;INVERSIONES_SANTO_DOMINGO;25
2858288;INVERSIONES SERVICIOS JBM;INVERSIONES_Y_SERVICIOS_GENERALES_JBM;25
2706346;JCV SEGURIDAD Y ASOCIADOS;JOTA_CEE_VEE_SEGURIDAD_Y_ASOCIADOS_ESE_A_CEE;25
4356119;JL PROVEEDORES ELECTRICOS;JOTA_ELE_PROVEDORES_ELECTRONICOS;25
3658738;KAUFEN M?LER OPERACIONES ;KAUFEN_MBILER;25
5758202;LAMINADOS PERFILES FLORES;LAMINADOS_Y_PERFILES_FLORES;25
7347725;LAN & GROUP CONSTRUCTORES;LAN_AND_GRUP_CONTSTRUCTORES;25
3974944;LC SOFTWARE Y CONSULTORIA;ELE_CEE_SOFTWARE_Y_CONSULTORIA_ESE_A_CEE;25
3792121;LFA & SUMINISTROS MINEROS;ELE_EFE_A_Y_SUMINISTROS_MINEROS;25
1003026;LUNA ROMAN JODHNA MARLENY;JODHNA_LUNA;25
3395490;MORENO DE VALDERRAMA ELIA;MORENO_DE_BALDERRAMA_ELIA;25
2014174;MULTISERVICIOS TELESYSTEM;MULTISERVICIOS_TELESYSTEM;25
2318596;MUNICIPALIDAD BALSAPUERTO;MUNICIPALIDAD_DISTRITAL_DE_BALSAPUERTO;25
5260548;MUNICIPALIDAD DE LALAQUIZ;MUNICIPALIDAD_DE_LALAQUIZ;25
4665878;NCF SERVICIOS COMPARTIDOS;ENE_C_EFE_SERVICIOS;25
3684033;NEGOCIOS AGROINDUSTRIALES;ADMINISTRADORA_DE_NEGOCIOS_AGROINDUSTRIALES;25
7485719;NORCESUR GAS E INGENIERIA;NORCESUR_GAS_E_INGENIERIA;25
8641287;OPEN SEA AGENCIA MARÍTIMA;OPEN_SEA_AGENCIA_MARITIMA;25
8185343;PANGEA LOGISTICS SERVICES;PANGEA_LOGISTICS_SERVICES;25
4719094;PAULISTAS OBRAS SERVICIOS;PAULISTAS_OBRAS_Y_SERVICIOS;25
9183788;PEÑAFLOR DE SOUZA BRUNELA;BRUNELA_PEÑAFLOR;25
8617502;PRE UNIVERSITARIA GALILEO;PRE_UNIVERSITARIA_GALILEO;25
9239618;PRIVAT PANDO RAUL ENRIQUE;PRIVAT_PANDO_RAUL_ENRIQUE;25
2741072;PROCESADORA PACKING-MAITO;PROCESADORA_PACKING-MAITO;25
3335206;PROCESS AUTOMÉISHON DRAIV;PROCESS_AUTOMATIONDRIVE;25
6626462;PROGRAMAS PSICOEDUCATIVOS;PROGRAMAS_PSICOEDUCATIVOS;25
8967791;PROYECTOS INDUSTRIALES JR;PROYECTOS_INDUSTRIALES_JOTA_ERRE;25
5890539;PROYECTOS Y SERVICIOS VCM;PROYECTOS_Y_SERVICIOS_VE_CE_ME;25
9297976;RAUL EDISSON LUNA NAVARRO;RAUL_EDISSON_LUNA_NAVARRO;25
5071415;SAN SEBASTIAN TRANSPORTES;TRANSPORTE_LOGISTICO_SAN_SEBASTIAN;25
2912597;SERVICIOS GENERALES ARFAV;SERVICIOS_GENERALES_ARFAV;25
2549713;SERVICIOS GENERALES SAYZA;SERVICIOS_GENERALES_SAYZA;25
6446204;SERVICIOS MATHEO FABRICIO;SERVICIOS_GENERALES_MATHEO_FABRICIO;25
6112827;SERVICIOS MULTIPLES OCHOA;SERVICIOS_MULTIPLES_OCHOA;25
5752212;SISTEMAS INFORMATICOS APP;SISTEMAS_INFORMATICOS_APP;25
1526510;SOLUCION MANIOBRAS IZAJES;SOLUCION_EN_MANIOBRAS_E_IZAJES;25
2840557;SOLUCIONES MAXILOFACIALES;SOLUCIONES_MAXILOFACIALES;25
7015774;SUMAQ WAYNA DE FUERABAMBA;SUMAQ_WAYNA_DE_FUERABAMBA_SOCIEDAD_ANONIMA_CERRADA;25
9145806;SUMINISTROS PUBLICITARIOS;SUMINISTROS_PUBLICITARIOS;25
3269916;TECOM SERVICIOS GENERALES;TE_CEE_O_EME_SERVICIOS_GENERALES_ESE_A_CEE;25
7146613;TRANSPORTE DE JE A GAINZA;TRANSPORTE_DE_JE_A_GAINZA;25
5022642;VETERINARIA MI CACHORRITO;VETERINARIA_MI_CACHORRITO;25
7578133;VIRGEN DE COPACABANA PUNO;VIRGEN_DE_COPACABANA_PUNO;25
9223554;XTRA MINERAL GOLD LIMITED;EQUIS_TE_ERE_A_MINERAL_GOLD_LIMITED_E_I_ERE_ELE;25
2147101;XTRA MINERAL GOLD LIMITED;EQUIS_TE_ERE_A_MINERAL_GOLD_LIMITED_E_I_ERE_ELE;25
3790601; PARIHUAMAN ARQUITECTURA;PARIHUAMAN_ARQUITECTURA;24
7548251;A C ASESORIAS Y COMERCIO;A_CE_ASESORIAS_Y_COMERCIO;24
3641824;AGRODISTRIBUCIONES J Y J;AGRODISTRIBUCIONES_JOTA_Y_JOTA;24
2447843;ALANOCA DE CORDOVA JULIA;ALANOCA_DE_KORDOVA_JULIA;24
4769329;ALMACENAMIENTO TRIPLE A ;ALMACENAMIENTO_TRIPLE_A;24
9275061;AMERICAN FOOD INDUSTRIES;AMERICAN_FUD_INDUSTRIS;24
7742604;ANTONIO REYES INGENIERIA;ANTONIO_REYES_INGENIERIA;24
3140644;ASOCIACION PAZ HOLANDESA;ASOCIACION_PAZ_HOLANDESA;24
6036397;AUTOMATIZACION Y CONTROL;AUTOMATIZACION_Y_CONTROL;24
5146738;AUTOMOTRIS AUTO EN LINEA;AUTOMOTRIZ_AUTO_EN_LINEA;24
2348638;AYRTON MULTIMAR MULTISER;AYRTON_MULTIMAR_MULTISER;24
1647013;BIONDI COSIO CESAR JESUS;CESAR_BIONDI;24
8046350;BUSINESS MASTER LOZAMORA;BUSINESS_MASTER_LOZAMORA;24
7289660;C. RESTAURANTERA PERUANA;CORPORACION_RESTAURANTERA_PERUANA;24
4935769;CABLEVISION PRODUCCIONES;CABLEVISION_PERU_PRODUCCIONES;24
3975112;CAMINOS DEL INKA EXPRESS;CAMINOS_DEL_INKA_EXPRESS;24
1120205;CAMPOS VALLE MARIA ELENA;KAMPOS_BAJE_MARIA_ELENA;24
3888608;CHAPILLIQUEN NUÑVERO EVA;CHAPILLIQUEN_NUÑVERO_EVA_IRENE;24
8920775;COLEGIO CRISTO DE LA PAZ;COLEGIO_CRISTO_DE_LA_PAZ;24
4073481;COMERCIALIZADORA MIKHASA;COMERCIALIZADORA_MIKHASA;24
8486262;COMPAÑÍA CULINARIA ORION;KOMPAÑIA_KULINARIA_ORION;24
2975777;COMPANIA ELECTROMECANICA;COMPA_IA_ELECTROMECANICA_Y_CONSTRUCTORES_GENERALES;24
4488658;COMPONENTES INDUSTRIALES;COMPONENTES_INDUSTRIALES_DEL_PERU;24
7303372;CONSTRUCCIONES GENERALES;CONSTRUCCIONES_GENERALES;24
6593187;CONSULTORA NEGOCIOS PERU;EMPRESA_CONSULTORA_DE_NEGOCIOS_DEL_PERU;24
6619101;CONSULTORES FINANCIEROS ;CONSULTORES_FINANCIEROS;24
7944344;CONSULTORIA JURIDICA RMR;CONSULTORIA_JURIDICA_ERE_EME_ERE;24
4650455;CONSULTORIO MÉDICO OCHOA;CONSULTORIO_MEDICO_OCHOA;24
6364878;CONSULTORIOS SAN ANTONIO;CONSULTORIOS_ODONTOLOGICOS_SAN_ANTONIO;24
9714542;CUSCOPERU.COM E-COMMERCE;CUSCOPERU_KOM_E_KOMERS;24
4152431;DISTRIBUCION TECNOLOGICA;DISTRIBUCION_TECNOLOGICA_ESE_A_CEE;24
5210539;DISTRIBUCION TECNOLOGICA;DISTRIBUCION_TECNOLOGICA;24
2927151;DISTRIBUIDORA AQUACENTRO;DISTRIBUIDORA_AQUACENTRO;24
2649584;DISTRIBUIDORA PINO PAPEL;DISTRIBUIDORA_PINO_PAPEL_ESE_A_CEE;24
1197465;DISTRIBUIDORA PINO PAPEL;DISTRIBUIDORA_PINO_PAPEL;24
7537023;DROGUERIA E.S.C. PHARMED;DROGUERIA_FRAMA_DEF;24
8267574;DYSGRAF PERU IMPRESIONES;DYSGRAF_PERU;24
2967778;E. LAS PERLAS DEL AZUFRE;LAS_PERLAS_DEL_AZUFRE;24
8807584;EDUCATIVA JESUS REDENTOR;CORPORACION_EDUCATIVA_JESUS_MI_REDENTOR;24
6609520;ENGINEERING AND PROJECTS;ENYINERING_AND_PROYECT;24
2125520;ENTERPRISE SOLUTIONS MYR;ENTERPRAIS_SOLUSHONS_EM_WAI_ERRE;24
2785781;F Y D TRANSPORT BUSINESS;EFE_Y_DE_TRANSPORT_BUSINESS;24
1105303;FERNANDO CADILLO CÁCERES;CADILLO_CACERES_ENAM_FERNANDO;24
9151725;FINANZAS R Y V ASOCIADOS;FINANZAS_ERE_Y_UBE_ASOCIADOS;24
5954912;FIRMA CONFIANZA ABOGADOS;FIRMA_CONFIANZA_ABOGADOS;24
3388030;GENERAL SERVICES COR MAR;GENERAL_SERVICES_CEE_O_ERE_Y_EME_A_ESE_A_CEE;24
5995638;GLOBAL NETWORK LOGISTICS;GLOBAL_NETUORK_LODJISTIKS;24
9672260;GROSS CAPITAL CONSULTING;GROS_CAPITAL_CONSULTIN;24
1664170;GRUPO AHCE Y ERRE INNOVA;GRUPO_ACHE_Y_ERRE_INNOVA;24
7070770;GRUPO CONEXIS OUTSORCING;GRUPO_CONEXIS_OUTSORCING;24
2977917;I.C.D JOSE MAIA ARGUEDAS;DOCENTE_JOSE_MARIA_ARGUEDAS;24
6109247;IMPRESOS Y MERCHANDISING;IMPRESOS_I_MERCHANDAISIN;24
4804682;INDUSTRIAS INMOBILIARIAS;INDUSTRIAS_INMOBILIARIAS;24
1242612;INN VIROMENTAL SOLUTIONS;INN_VIROMENTAL_SOLUTIONS;24
9343979;INNOVA DIGITAL SOLUTIONS;INNOVA_DIYITAL_SOLUCHIONS;24
1066394;INSTALARR CONSTRUCCIONES;INSTALARR_CONSTRUCCIONES;24
5671019;INTERAMERICANA COVICORTI;INTERAMERICANA_COVICORTI;24
7462556;INVERSIONES REYNA ZAMORA;INVERSIONES_REYNA_ZAMORA;24
8352014;IRON HOUSE INMOBILIARIOS;SERVICIOS_INMOBILIARIOS_IRON_HOUSE;24
9630157;JAQUE INTERNAL MARKETING;JAQUE_INTERNAL_MARKETIN;24
9579308;JAV INDUSTRIAL SOLUTIONS;JAV_INDUSTRIAL_SOLUCHIONS;24
6180689;JIMENEZ CHUNGUILLO LUCAS;LUCAS_JIMENEZ;24
1171152;JUAREZ RODRIGUEZ CLAUDIO;JUARES_RODRIGEZ_KLAUDIO_ALEJANDRO;24
8924207;KORPORASION GUAFEL MANIA;CORPORACION_WAFFLE_MANIA;24
8596471;LA RECOVA DEL SANTA ROSA;LA_RECOVA_DEL_SANTA_ROSA;24
3443833;LAS CANASTAS CORPORACIÓN;CORPORACION_LAS_CANASTAS;24
3068876;LAZO MONTEJO PEDRO CESAR;PEDRO_LAZO;24
7287304;LLONTOP DE CORTEZ ISABEL;LLONTOP_DE_CORTEZ_ISABEL_NICOLASA;24
5949433;LPS SERVICIOS INTEGRALES;ELE_PE_ESE;24
7610231;LUJAN RODRIGUEZ CAROLINA;LUJAN_RODRIGEZ_KAROLINA;24
7346926;MACHUCA DIAZ VICTOR HUGO;MACHUCA_DIAZ_VICTOR_HUGO;24
1448753;MARSA Y INFRAESTRUCTURAS;MARSA_Y_INFRAESTRUCTURAS;24
5929041;MENDEZ TENORIO DE VARGAS;MENDEZ_TENORIO_DE_BARGAS_NATALI_MARSELIN;24
3284426;MINERA EXPLOMIN DEL PERÚ;MINERA_EXPLOMIN_DEL_PERU;24
1790930;MONTALVO PUMA LUIS MAURO;LUIS_MONTALVO;24
2483315;MORI MURGA CRISTIAN LUIS;CRISTIAN_MORI;24
6270740;MULTINEGOSIOS DON WALTER;MULTINEGOCIOS_DON_WALTER;24
2063183;MUNICIPALIDAD DE CHICHAS;MUNICIPALIDAD_DE_CHICHAS;24
7667481;MUNICIPALIDAD DE EL ALTO;MUNICIPALIDAD_DE_EL_ALTO;24
4223438;MUNICIPALIDAD HUARICOLCA;MUNICIPALIDAD_DISTRITAL_HUARICOLCA;24
7229735;MUNICIPALIDAD PROVINCIAL;MUNICIPALIDAD_PROVINCIAL;24
1807421;NEGOCIOS INVERSIONES CGL;NEGOCIOS_Y_INVERSIONES_CGL;24
8945089;NH CONSTRUCCION INTEGRAL;ENE_ECHE_CONSTRUCCION_INTEGRAL;24
2973654;NOE SOLUCIONES DIGITALES;NOE_SOLUCIONES_DIGITALES_ESE_A_CEE;24
3396218;NOE SOLUCIONES DIGITALES;NOE_SOLUCIONES_DIGITALES;24
5337765;NUTRIPRODUCTOS SANTA ANA;NUTRIPRODUCTOS_SANTA_ANA;24
7890658;OPERADOR LOGISTICO L & M;OPERADOR_LOGISTICO_ELE_Y_EME;24
5795782;OPERADOR LOGISTICO PARMA;OPERADOR_LOGISTICO_PARMA_ESE_A_CEE;24
9025093;OPERADOR LOGISTICO PARMA;OPERADOR_LOGISTICO_PARMA;24
3722631;PERU FIGHT ACADEMY NORTE;PERU_FAIT_AKADEMI_NORTE;24
1514591;PONCE ALIAGA CORPORACIÓN;CORPORACION_PONCE_ALIAGA;24
6905799;PROMOTORA ZAMBRANO GREEN;PROMOTORA_ZAMBRANO_AND_GRIN_GEIBOLS;24
1402999;PUBLICIDAD DESDE ADENTRO;PUBLICIDAD_DESDE_ADENTRO;24
2456010;PUBLITRADE IMPORTACIONES;PUBLITRAIID_IMPORTACIONES;24
7739871;PUMARICRA PAREDES SARELA;PUMARICRA_PAREDES_SARELA_MAURA;24
9709125;REPRESENTACIONES REDINSA;REPRESENTACIONES_REDINSA;24
2181372;SERVICIOS GENERALES GYPS;SERVICIOS_GENERALES_JE_YE_PE_ESE;24
7957308;SERVIZIO FLUVIALE AUGURI;SERVIZIO_FLUVIALE_AUGURI;24
9863438;SOCIEDAD EDUCATIVA BELEN;SOSIADAD_EDUKATIVA_BELEN;24
7460365;TEJADA CACERES ALEXANDER;TEJADA_CACERES_ALEXANDER_ERIKSON;24
2000752;TEKNOLOJIA I KREATIVIDAD;TECNOLOGIA_Y_CREATIVIDAD;24
9802039;TERAMURA MIYASHIRO BRUNO;TERAMURA_MIYASHIRO_BRUNO;24
3511855;TERAMURA MIYASHIRO BRUNO;TERAMURA_MIYASHIRO_BRUNO;24
3942323;TRANSPORTE ASOCIADOS AYK;TRANSPORTE_ASOCIADOS_A_Y_KA;24
5363540;TRANSPORTE LUCERITO VRAE;TRANSPORTE_LUSERITO_VRAE;24
4670484;TRANSPORTES CARLOS GROUP;TRANSPORTES_CARLOS_GROUP;24
6548619;TRANSPORTES DE LA CRUZ S;TRANSPORTES_DE_LA_CRUZ_S;24
9893835;TRANSPORTES Y AGREGADOS ;TRANSPORTES_Y_AGREGADOS;24
5859376;TUDESARROLLO CONSULTORES;TUDESARROLLO_CONSULTORES;24
7014494;VALENCIA ALVAREZ FABIOLA;FABIOLA_VALENCIA;24
8021400;VIDRIERIA SARITA COLONIA;VIDRIERIA_SARITA_COLONIA;24
9905066;VIDRIOS Y ALUMINIOS LUNA;VIDRIOS_Y_ALUMINIOS_LUNA;24
7051981;VIRGEN MARÍA AUXILIADORA;VIRGEN_MARIA_AUXILIADORA;24
3733427;VIVA CUSCO TOUR OPERATOR;VIVA_CUSCO_TUR_OPERATOR;24
1858973;96.1 FM STEREO TRUJIILO;NOVENTA_Y_SEIS_EFE_EME_STEREO_TRUJIILO;23
9654498;A&G SERVICIOS MÚLTIPLES;A_Y_G_SERVICIOS_MULTIPLES_Y_TELECOMUNICACIONES;23
5956163;AC R ASESORES CONTABLES;ACHE_ERE_ASESORES_CONTABLES;23
3292503;ADEA ALEGRE CONSULTORES;ADA_ALEGRE_CONSULTORES;23
3934594;AG FUNERARIA SAN GABRIE;A_JE_FUNERARIA_SAN_GABRIE;23
4187014;AGREGADOS RIVERA GOMEZ ;AGREGADOS_RIVERA_GOMEZ;23
9729234;ALTERNATIVAS DE COMPUTO;ALTERNATIVAS_DE_COMPUTO;23
8509715;ANTICUCHERIA EL ENCANTO;ANTICUCHERIA_EL_ENCANTO;23
6156716;ARQUITECTURA CONSTRUIDA;ARQUITECTURA_CONSTRUIDA;23
5734683;C. INDUSTRIAL UNIVERSAL;CORPORACION_INDUSTRIAL_UNIVERSAL;23
4205954;CABLE ESTACION MACROSUR;CABLE_ESTACION_MACROSUR;23
1774071;CÉSAR AUGUSTO SOLÓRZANO;SOLORZANO_AGREDA_CESAR_AUGUSTO;23
2315194;CLINICA DENTAL PERUDENT;CLINICA_DENTAL_PERUDENT_E_I_ERE_ELE;23
4699509;COFFEE BOX ALIMENTACIÓN;COFFEE_BOX_ALIMENTACION;23
5424564;COMERCIALIZADORA ROCAYA;COMERCIALIZADORA_ROCAYA;23
2940404;COMPAÑIA MINERA LINCUNA;COMPAÑIA_MINERA_LINCUNA;23
4927504;CONDOMINIO JOCKEY CLUB ;CONDOMINIO_JOCKEY_CLUB;23
4485391;CONSORCIO CR INGENIEROS;CONSORCIO_CE_ERRE_INGENIEROS;23
8471827;CONSORCIO HNOS. MENDOZA;CONSORCIO_HNOS_MENDOZA;23
5522466;CONSORCIO JHOSTIN Y GAE;CONSORCIO_JHOSTIN_Y_GAE;23
3075706;CONSTRUCTORA CONCEPCION;CONSTRUCTORA_CONCEPCION;23
8428677;CONSTRUCTORA CONSULTORA;CONSTRUCTORA_CONSULTORA;23
1386348;CONSTRUCTORA SACRAMENTO;CONSTRUCTORA_RAMENTO;23
3282814;CONSTRUCTORA VITAL PERÚ;CONSTRUCTORA_VITAL_PERU;23
8878573;CONTRATISTAS EJECUTORES;EME_Y_GE_CONSTRATISTAS_Y_EJECUTORES_GENERALES;23
9316698;CONTRATO PUENTE GRANADA;CONTRATO_PUENTE_GRANADA;23
4876422;COOP FINANZAS LIBARDONI;COOPERATIVA_DE_AHORRO_Y_CREDITO_FINANZAS_SOLIDARIAS_MARCOS_LIBARDONI;23
5865106;COOPERATIVA SANTO TOMAS;COOPERATIVA_SANTO_TOMAS;23
3611748;CORPORACION ESTRATEGICA;CORPORACION_ESTRATEGICA;23
4180921;CORPORACION GRAFICA MYH;KORPORASION_GRAFIKA_EM_I_ACH;23
3807668;CORPORACIÓN PARQUE SANS;CORPORACION_PARQUE_SANS;23
9667465;CORPORACION R Y AMERICO;CORPORACION_R_Y_AMERICO;23
3704259;CORPORACION SAN LORENZO;CORPORACION_SAN_LORENZO;23
1456738;CRSG INSTITUTE MONTALVO;CE_ERRE_ESE_GE_INSTITUTE_CORPORATION_MONTALVO;23
2175512;CURIOSIDADES EMER COLOR;CURIOSIDADES_EMER_COLOR;23
8512235;CUTE GRUPO INMOBILIARIO;CUTE_GRUPO_INMOBILIARIO;23
9490717;DISTRIBUIDORA J&M PARTS;DISTRIBUIDORA_J_Y_M_PARTS;23
3241726;DISTRIBUIDORA SAN JUDAS;DISTRIBUIDORA_SAN_JUDAS;23
6278313;ECO GOLD FLOR DE OVERAL;ECO_GOLD_FLOR_DE_OVERAL;23
3943445;EDZ SERVICIOS GENERALES;E_DE_SETA_SERVICIOS_GENERALES;23
6041627;EL AGUILA DEL PACIFICO ;EL_AGUILA_DEL_PACIFICO;23
2868638;EMPRESA DE TRANSPORTES ;EMPRESA_DE_TRANSPORTES;23
1993769;ESTEFANY HUAMANÍ QUISPE;HUAMANI_QUISPE_ESTEFANY;23
4985385;ESTUDIO CONTABLE LERIPE;ESTUDIO_CONTABLE_LERIPE;23
6507629;FERRETERIA LA ECONOMICA;FERRETERIA_LA_ECONOMICA_ESE_ERE_ELE;23
6446883;FOOD NUTRITION PERUVIAN;FUD_NUTRICION_PERUVIAN;23
8405123;G Y V SEGURIDAD INTEGRA;JE_Y_UVE_SEGURIDAD_INTEGRAL;23
7596606;GALDOS NUNEZ OMAR JESUS;OMAR_GALDOS;23
3647976;GROUP INVERSIONES SEMAT;GROUP_INVERSIONES_SEMAT;23
9924894;GRUPO A Y N MAQUINARIAS;GRUPO_A_Y_ENE_MAQUINARIAS;23
6557868;GRUPO CONSTRUCTOR FOCSA;GRUPO_CONSTRUCTOR_FOCSA;23
9561652;GRUPO GODOY Y ASOCIADOS;GRUPO_GODOY_Y_ASOCIADOS;23
5521056;HCN INGENIERIA METALICA;ACHE_CE_NE_INGENIERIA_METALICA;23
4813574;HORTALIZAS HIDROPONICAS;HORTALIZAS_HIDROPONICAS;23
6842864;IEP KAROL JOZEF WOJTYLA;IEP_KAROL_YOSEF;23
5604246;IMPORT EXPORT SAGITARIO;IMPORT_GUION_EXPORT_SAGITARIO_E_I_ERE_ELE;23
4091678;IMPORTADORAUNIVERSAL PE;IMPORTADORAUNIVERSAL_PE_ESE_A_CEE;23
9223388;IMPORTADORAUNIVERSAL.PE;IMPORTADORAUNIVERSAL.PE;23
9228619;IMPORT-EXPORT SAGITARIO;IMPORT-EXPORT_SAGITARIO;23
5887927;INDUSTRIAS DE ALIMENTOS;INDUSTRIAS_DE_ALIMENTOS;23
5444384;INGENIEROS CONTRATISTAS;INGENIEROS_CONTRATISTAS;23
7429702;INOXIDABLES PIURA M Y N;INOXIDABLES_PIURA_M_Y_N;23
7835887;INSTITUTO HELMUT WALTER;INSTITUTO_SUPERIOR_PRIVADO_HELMUT_WALTER_KESSEL;23
4567550;INSTITUTO YANAPANAKUSUN;INSTITUTO_DE_PATOLOGIA_NEUROMUSCULAR_YANAPANAKUSON;23
5087360;INVERSIONES 7 DE AGOSTO;INVERSIONES_7_DE_AGOSTO;23
3432053;INVERSIONES GOLDEN REIS;INVERSIONES_GOLDEN_RAYS;23
5885394;JCS MADERAS TRANSPORTES;JOTA_CE_ESE_MADERAS_Y_TRANSPORTES;23
3668504;JCV SEGURIDAD ASOCIADOS;JOTA_CE_VE_SEGURIDAD_Y_ASOCIADOS;23
6544401;JOSÉ MANUEL ATOCHE NOLE;JOSE_MANUEL_ATOCHE_NOLE;23
8758649;JP SOLUCIONES LOGISTICA;JOTA_PE_SOLUCIONES_LOGISTICA;23
8655110;JZ CONTADORES ASOCIADOS;JZ_CONTADORES_ASOCIADOS;23
3991987;LA PONDEROSA DE SALINAS;LA_PONDEROSA_DE_SALINAS;23
9684580;LC SOFTWARE CONSULTORIA;ELE_CE_SOFTWARE_Y_CONSULTORIA;23
6773564;LEON DE JUDA TRANSPORTE;EMPRESA_TRANSPORTE_Y_COMERCIO_LEON_DE_JUDA;23
